Recipient Primary Major,Recipient Secondary Majors,Recipient Graduation Date,Recipient Education Level,Recipient Primary College,Recipient Gender,Recipient Ethnicity,Recipient Visa Status,Recipient Veteran Status,Recipient First Generation,Recipient Athlete Status,Recipient Hometown,Recipient Graduation Group Name,Response Primary Major,Response Secondary Majors,Response Education Level,Response Graduation Date,Response Primary College,Response Status,Response Date,Outcome,Employer Name,Employer Industry,Employment Category,Employment Type,Job Function,Job Position,Found through Handshake,Employed During Education,Internship,Continuing Education School,Continuing Education Level,Continuing Education Major,Is Fellowship?,Fellowship Name,Military Branch,Military Rank,Specialization,Still Looking Option,Not Seeking Option,Location,Offer Date,Accept Date,Start Date,Annual Salary,Pay Schedule,Bonus Amount,Other Compensation,Authorized to work in US?,Knowledge Response?,Knowledge Source,How many additional offers did you receive?,In how many different positions will you be employed?,Which of the following best describes your primary position?,Which of the following best describes your view of your primary position?,How related is this position to your degree? ,Which of the following helped you find and/or obtain this position?  (Please select ALL that apply),How many additional organizations did you volunteer with during your time at Belmont?,Did you look for full time employment before deciding to go to graduate school?,Indicate how the university you will be/are attending ranks in regard to your choice:,What type of degree or continue education credit do you plan on earning?,Which of the following best describes this position?,What types of opportunities are you looking for?,How many times did you use the services or resources of your career development office?,How many times did you use the services or resources of your career development office?,"While studying for your degree, did you do any of the following? (Please select ALL that apply)",How likely would you recommend using the services and resources available through your Career Development office to a future student?
Accounting,,8/30/2018,Masters,College of Business,,,U.S. Citizen,,,,,,Accounting,,Masters,12/1/2018,,submitted,2019-12-11 22:25:12 UTC,Working,Envision Healthcare,Healthcare,Organization,Full-Time,Accounting,Staff Accountant,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,4/1/2019,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Accounting,,12/1/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Accounting,,Bachelors,12/1/2018,,submitted,2019-12-16 21:20:08 UTC,Working,Asurion,Internet & Software,Organization,Full-Time,Accounting,Tax Analyst,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,1/1/2019,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Accounting,,12/1/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Accounting,,Bachelors,12/1/2018,,submitted,2019-12-16 22:32:43 UTC,Working,"Frazier & Deeter, LLC",Accounting,Organization,Full-Time,Accounting,Audit Associate ,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Accounting,,12/1/2018,Masters,College of Business,Female,Asian/Asian American,Student (F-1) Visa,,,,,,Accounting,,Masters,12/1/2018,,submitted,2019-12-12 20:42:16 UTC,Working,ITW,,Organization,Full-Time,Accounting,Staff Accountant,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,8/1/2018,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Accounting,,12/1/2018,Masters,College of Business,,,U.S. Citizen,,,,,,Accounting,,Masters,12/1/2018,,submitted,2019-12-12 16:13:59 UTC,Working,Kraft CPAS,Accounting,Organization,Full-Time,Accounting,Staff Accountant,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,11/1/2018,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Accounting,,12/1/2018,Masters,College of Business,,,U.S. Citizen,,,,,,Accounting,,Masters,12/1/2018,,submitted,2019-12-12 15:46:18 UTC,Working,Vanderbilt University,Higher Education,Organization,Full-Time,Administration,Senior Administrative Officer,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,12/1/2018,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Accounting,,12/13/2018,Masters,College of Business,,,U.S. Citizen,,,,,,Accounting,,Masters,12/1/2018,,submitted,2019-12-12 21:01:47 UTC,Working,Tennessee Department of Revenue,Accounting,Organization,Full-Time,Accounting,Taxpayer Services Representative 1,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Accounting,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Accounting,,Bachelors,5/1/2019,,submitted,2019-12-16 16:36:00 UTC,Working,Cleveland Cavaliers,,Organization,Full-Time,,Professional Basketball Player,,,,,,,,,,,,,,"Cleveland, Ohio, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Accounting,,5/1/2019,Masters,College of Business,,,U.S. Citizen,,,,,,Accounting,,Masters,5/1/2019,,submitted,2019-12-11 22:04:55 UTC,Working,Elliott Davis,Accounting,Organization,Full-Time,Accounting,Audit Staff,,,,,,,,,,,,,,"Chattanooga, Tennessee, United States of America",,,1/1/2019,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Accounting,,5/1/2019,Masters,College of Business,,,U.S. Citizen,,,,,,Accounting,,Masters,5/1/2019,,submitted,2019-12-12 20:09:04 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Accounting,Staff Internal Auditor,Yes,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Accounting,,5/11/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Accounting,,Bachelors,5/1/2019,,submitted,2019-04-22 19:45:10 UTC,Working,"Frazier & Deeter, LLC",Accounting,Organization,Part-Time,Accounting,Tax Intern,,,Yes,,,,,,,,,,,"Nashville, Tennessee, United States of America",,8/1/2018,5/1/2019,,,,,,,Survey Response,,,,,5,,,,,,,,,,,2
Accounting,,,Bachelors,College of Business,,,U.S. Citizen,,,,,,Accounting,,Bachelors,12/1/2019,,submitted,2019-12-16 17:16:06 UTC,Working,Milwaukee Torrent,Sports & Leisure,Organization,Full-Time,Other,Professional Soccer Player,,,,,,,,,,,,,,"Milwaukee, Wisconsin, United States of America",,,2/2/2019,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Accounting,,8/27/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting - PBBA,,12/1/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Accounting - PBBA,,Bachelors,12/1/2018,,submitted,2019-12-16 22:28:20 UTC,Working,Browning Gordon Property Management Company,Real Estate,Organization,Full-Time,Accounting,Accountant,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Business Administration,Economics,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-12-17 22:23:06 UTC,Working,The Hill Firm PLLC,Legal & Law Enforcement,Organization,Full-Time,,Legal Assistant,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,12/1/2018,Bachelors,College of Business,,,Permanent U.S. Resident,,,,,,Business Administration,,Bachelors,12/1/2018,,submitted,2018-11-12 15:44:57 UTC,Working,Tri Star Sports & Entertainment Group,Accounting,Organization,Full-Time,Accounting,Staff Accountant,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",11/1/2018,11/5/2018,1/7/2019,39000,Annual Salary,0,,TRUE,,Survey Response,0,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,My personal contacts (family and/or friends),,,,,,,,,"Part-time job, Full-time job",3
Business Administration,,5/13/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-07-12 22:46:21 UTC,Working,Penske Truck Leasing,Transportation & Logistics,Organization,Full-Time,Sales,Managment Trainee,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",7/11/2019,7/11/2019,8/6/2019,41600,Annual Salary,0,,,,Survey Response,1,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,"An online job posting and/or social media site (LinkedIn, Indeed, company websites), My personal contacts (family and/or friends)",,,,,,,,,Part-time job,5
Business Administration,,12/1/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,12/1/2018,,submitted,2018-11-17 18:39:27 UTC,Working,Volkswagen Group of America,Automotive,Organization,Full-Time,Product / Project Management,Product Management Intern,,,Yes,,,,,,,,,,,"Chattanooga, Tennessee, United States of America",11/6/2018,11/12/2018,1/7/2019,45760,Annual Salary,,,TRUE,,Survey Response,1,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my long term career goals,4,"An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,Part-time job,3
Business Administration,,12/16/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,18-Dec,Business Administration,,Bachelors,12/1/2018,,submitted,2019-02-20 16:26:48 UTC,Working,Link Advantage,"Advertising, PR & Marketing",Organization,Full-Time,Marketing - General,Marketing Account Representive ,,,,,,,,,,,,,,"Denver, Colorado, United States of America",2/7/2019,2/11/2019,2/21/2019,48000,Annual Salary,,,TRUE,,Survey Response,4 or more,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,"An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,Part-time job,5
Business Administration,,12/1/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,12/1/2018,,submitted,2019-06-28 19:59:16 UTC,Continuing Education,,,,,,,,,,Gardner-Webb University,Masters,Master Of Business Adm (Xmba),,,,,,,,"Boiling Springs, North Carolina, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-04-23 19:20:45 UTC,Continuing Education,,,,,,,,,,University of Kentucky,Doctorate,Juris Doctor,,,,,,,,"Lexington, Kentucky, United States of America",,,,,,,,,,Survey Response,,,,,,,,,First choice,"Law Degree (J.D., LL.M., or LL.B.)",,,,,,4
Business Administration,,5/20/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-07-22 17:50:20 UTC,Continuing Education,,,,,,,,,,University of Kentucky,Masters,"Master's degree, Business Administration and Management, General ",,,,,,,,"Lexington, Kentucky, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,8/14/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,8/1/2018,,submitted,2019-12-17 21:39:14 UTC,Not Seeking,,,,,,,,,,,,,,,,,,,Traveling,,,,,,,,,,,Survey Response,,,,,,,,,,,,,,1 to 3,Part-time job,
Business Administration,,5/2/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-12-19 21:25:21 UTC,Not Seeking,,,,,,,,,,,,,,,,,,,Taking time off,,,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,8/29/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,8/1/2018,,submitted,2019-12-30 14:59:22 UTC,Still Looking,,,,,,,,,,,,,,,,,,Employment,,,,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,5/11/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-12-19 16:56:11 UTC,Volunteering,Lebanese National Track Team,,,,,Olympic Athlete,,,,,,,,,,,,,,,,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-12-17 16:42:27 UTC,Working,The Araca Group,Performing and Fine Arts,Organization,Full-Time,,Senior Sales Associate,,,,,,,,,,,,,,"Las Vegas, Nevada, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,4/20/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-11-27 17:54:00 UTC,Working,Ingram Content Group,"Journalism, Media & Publishing",Organization,Full-Time,,Sales Support Analyst,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-12-17 21:22:57 UTC,Working,Omni Hotels,,Organization,Full-Time,,Event Concierge,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-12-18 19:22:48 UTC,Working,Self-employed,,Freelancer,Full-Time,,Musician,,,,,,,,,,,,,,"Vail, Colorado, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,5/12/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,5/1/2019,,submitted,2019-12-06 19:53:56 UTC,Working,Dell Technologies,Internet & Software,Organization,Full-Time,,Channel Sales Representative,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Business Administration,,,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,,,submitted,2018-12-04 18:29:47 UTC,Working,Self-employed,,Organization,Full-Time,,Influencer,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Economics,Accounting,5/29/2019,Bachelors,College of Business,Male,White/Caucasian,U.S. Citizen,,,,"Allen, Texas, United States",,Economics,,Bachelors,5/1/2019,,submitted,2019-04-24 19:04:40 UTC,Working,Comptroller of Tennessee,"Government - Local, State & Federal",Organization,Full-Time,Other,Legislative Auditor,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,4/1/2019,5/1/2019,48000,Annual Salary,,,,,Survey Response,,,,,5,,,,,,,,,,,4
Economics,Finance,1/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Business Administration,,Bachelors,4/1/2019,,submitted,2019-04-18 05:07:31 UTC,Working,MyHealthDirect,Healthcare,Organization,Full-Time,Other,Account Specialist,Yes,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",3/18/2019,3/27/2019,4/12/2019,47500,Annual Salary,,,,,Survey Response,0,2 positions,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,2,A job posting or resume referral through Handshake (formerly CareerConnector),,,,,,,,,Part-time job,5
Economics,Finance,8/1/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,Finance,Bachelors,8/1/2018,,submitted,2018-07-16 18:04:29 UTC,Working,"Rentback, Inc. ",Real Estate,Entrepreneur,Full-Time,Finance,Chairman,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",7/1/2018,7/1/2018,7/1/2018,,,,,TRUE,,Survey Response,1,3 or more positions,This was the same position as when I was a student,This is a professional position that aligns with my long term career goals,5,,,,,,,,,,,5
Economics,,5/21/2019,Bachelors,College of Business,Female,,U.S. Citizen,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-05-03 14:51:17 UTC,Working,Milk and Honey Nashville,Tourism,Freelancer,Full-Time,Hotel / Restaurant / Hospitality,Manager,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",3/23/2018,3/23/2018,,31200,Annual Salary,,,,,Survey Response,1,2 positions,This was the same position as when I was a student,This is a professional position that aligns with my long term career goals,2,"An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,Full-time job,3
Economics,,,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,12/1/2019,,submitted,2019-12-12 22:36:52 UTC,Working,Enterprise Holdings,Automotive,Organization,Full-Time,Sales,Management Trainee,,,,,,,,,,,,,,"Kitty Hawk, North Carolina, United States of America",11/1/2018,11/2/2018,1/1/2019,42000,Annual Salary,,,,,Survey Response,1,,New position and a new employer / organization since graduation,,3,,,,,,,,,,,
Economics,,1/1/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,12/1/2018,,submitted,2018-12-04 18:20:05 UTC,Working,FDIC - Federal Deposit Insurance Corporation,,Organization,Full-Time,,Financial Institution Specialist,,,,,,,,,,,,,,"Baton Rouge, Louisiana, United States of America",10/1/2018,10/1/2018,3/1/2019,53400,Annual Salary,,,,,Survey Response,,,,,,,,,,,,,,,,
Economics,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-04-22 19:18:45 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Other,Implementation Specialist,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,4/1/2019,5/1/2019,53500,Annual Salary,,,,,Survey Response,,,,,4,,,,,,,,,,,2
Economics,,1/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-06-18 21:36:41 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Data & Analytics,Digital Analytics Analyst,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",6/17/2019,6/17/2019,6/19/2019,69992,Annual Salary,0,,,,Survey Response,2,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my short term career goals,4,"Having an internship or experiential education experience with this organization during my time at Belmont, An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,Part-time job,5
Economics,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-04-24 18:17:59 UTC,Continuing Education,,,,,,,,,,Belmont University,Doctorate,Law,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,First choice,,,,,,,2
Economics,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-04-22 18:00:11 UTC,Working,Self-employed,Other Industries,Freelancer,Part-Time,,Music Performer,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,4,,,,,,,,,,,4
Economics,,1/1/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,1/1/2018,,submitted,2018-11-27 19:36:37 UTC,Working,Peachtree Company,,Organization,Full-Time,Finance,Financial Representative,,,,,,,,,,,,,,"Brentwood, Tennessee, United States of America",10/1/2018,11/27/2018,1/1/2019,,,,,,Yes,Survey Response,,,New position and a new employer / organization since graduation,,4,"My personal contacts (family and/or friends), A Belmont alumnus",,,,,,,,,,
Economics,,12/24/2018,Bachelors,College of Business,,,U.S. Citizen,,,,,18-Dec,Economics,,Bachelors,12/24/2018,,submitted,2018-12-04 18:39:14 UTC,Working,Plow Networks,,Organization,Full-Time,,Business Analyst,,,,,,,,,,,,,,"Brentwood, Tennessee, United States of America",,,12/1/2018,,,,,,,Survey Response,,,New or better position with the same employer / organization since graduation,,,,,,,,,,,,,
Economics,,4/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-04-24 18:53:54 UTC,Working,Gallagher,Insurance,Organization,Full-Time,Other,Associate Producer,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,10/1/2018,7/1/2019,,,,,,,Survey Response,1,,,,4,,,,,,,,,,,2
Economics,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-12-02 16:32:04 UTC,Working,Creative Artists Agency (CAA),"Movies, TV, Music",Organization,Full-Time,,Floater,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Economics,,5/5/2019,Bachelors,College of Business,,,Student (F-1) Visa,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-12-30 14:56:31 UTC,Working,"Bovitz, Inc.",Research,Organization,Full-Time,Research,Market Research Intern,,,Yes,,,,,,,,,,,"Los Angeles, California, United States of America",,10/1/2019,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Economics,,5/27/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Economics,,Bachelors,5/1/2019,,submitted,2019-07-22 17:55:17 UTC,Working,UBS,Investment / Portfolio Management,Organization,Full-Time,Other,Client Services Account Manager ,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,5/1/2019,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Entrepreneurship,Honors,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Entrepreneurship,"Honors, Marketing",Bachelors,5/1/2019,,submitted,2019-12-17 21:41:34 UTC,Working,Self-employed,Retail Stores,Entrepreneur,Part-Time,Marketing - Brand Management,Founder,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",5/1/2019,5/1/2019,6/3/2019,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Entrepreneurship,Management,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Entrepreneurship,,Bachelors,5/1/2019,,submitted,2019-04-23 20:08:29 UTC,Continuing Education,,,,,,,,,,University of South Carolina,Masters,Masters of Education,,,,,,,,"Columbia, South Carolina, United States of America",,,,,,,,,,Survey Response,,,,,,,,No,First choice,"Other Master's Degree (M.S.W., M.S.O.T., M.S.E., M.S.N., M.A.T., M.Ed., M.Acc., or M.F.A.)",,,,,,5
Entrepreneurship,Marketing,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Entrepreneurship,,Bachelors,5/1/2019,,submitted,2019-04-08 16:16:10 UTC,Still Looking,,,,,,,,,,,,,,,,,,Employment,,,,,,,,,,,,Survey Response,,,,,,,,,,,,"Creative, Fashion, Music Business",1 to 3,,"Part-time job, Voluntary work (not for convocation credit)",2
Entrepreneurship,Marketing,5/19/2019,Bachelors,College of Business,Female,Two or More Races,U.S. Citizen,,,,"Issaquah, Washington, United States",,Entrepreneurship,,Bachelors,5/1/2019,,submitted,2019-12-06 19:55:43 UTC,Working,Belmont University,Higher Education,Organization,Full-Time,,Interim Director of Center for Entrepreneurship,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,This is a transitional or temporary position that I've taken while I seek a job that is more in line with what I'd like to do,,,,,,,,,,,,
Entrepreneurship,Marketing,,Bachelors,College of Business,,,U.S. Citizen,,,,,18-Dec,Entrepreneurship,Marketing,Bachelors,,,submitted,2018-11-29 20:44:17 UTC,Working,Freelance,,Entrepreneur,Full-Time,,Freelance Marketer,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Entrepreneurship,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Entrepreneurship,,Bachelors,5/1/2019,,submitted,2019-04-23 18:46:09 UTC,Working,Strings For Hope,Retail Stores,Organization,Full-Time,Operations / Production,Strategist,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",2/1/2019,4/1/2019,5/6/2019,30000,Annual Salary,0,,,,Survey Response,0,Only 1 position,This was the same position as when I was a student,,5,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,,5
Entrepreneurship,,5/23/2019,Bachelors,College of Business,Female,White/Caucasian,U.S. Citizen,,,,"Franklin, Tennessee, United States",,Entrepreneurship,,Bachelors,5/1/2019,,submitted,2019-04-23 17:50:08 UTC,Working,ProviderTrust,Healthcare,Organization,Full-Time,Sales,Sales Operation,,,Yes,,,,,,,,,,,"Nashville, Tennessee, United States of America",4/5/2019,4/8/2019,4/18/2019,31200,Annual Salary,,,,,Survey Response,,Only 1 position,New position and a new employer / organization since graduation,,3,"One of my professors or my academic advisor, A job posting or resume referral through Handshake (formerly CareerConnector), My personal contacts (family and/or friends), A Belmont alumnus",,,,,,,,,,4
Entrepreneurship,,5/19/2019,Bachelors,College of Business,Female,White/Caucasian,U.S. Citizen,,,,,,Entrepreneurship,,Bachelors,5/1/2019,,submitted,2019-12-12 22:33:33 UTC,Working,The Callaway,"Advertising, PR & Marketing",Organization,Full-Time,"Advertising, Media & PR",Account Assistant,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",5/15/2019,5/17/2019,5/20/2019,35000,Annual Salary,0,0,,,Survey Response,,,,,5,,,,,,,,,,,
Entrepreneurship,,,Bachelors,College of Business,,,U.S. Citizen,,,,,,Entrepreneurship,,Bachelors,,,submitted,2018-11-29 19:44:39 UTC,Working,Vinnie Louise,Retail Stores,Organization,Full-Time,,Manager/Head of Operations,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",11/1/2018,11/1/2018,1/1/2019,36000,Annual Salary,,,,,Survey Response,3,,New or better position with the same employer / organization since graduation,,5,"Having an internship or experiential education experience with this organization during my time at Belmont, My personal contacts (family and/or friends)",,,,,,,,,,
Entrepreneurship,,5/1/2019,Bachelors,College of Business,,,U.S. Citizen,,,,,,Entrepreneurship,,Bachelors,5/1/2019,,submitted,2019-04-23 17:22:24 UTC,Working,Insight Global,Human Resources,Organization,Full-Time,Sales,Account Manager,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",4/1/2019,,5/27/2019,40000,Annual Salary,,,,,Survey Response,,,New position and a new employer / organization since graduation,,,"An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,,5
